1;260434.906250;604142.812500
2;274290.093750;680424.875000
3;271651.687500;1301137.375000
4;267649.906250;1009718.125000
5;285769.000000;1656780.625000
6;260969.796875;1122433.375000
7;301559.406250;1522152.500000
8;279155.093750;1609314.250000
9;274494.406250;1759183.250000
10;280541.000000;1815237.250000
11;277995.593750;1968386.375000
12;278266.000000;1925510.625000
13;267422.812500;1506923.750000
14;303010.593750;2577574.750000
15;279275.093750;3456320.750000
16;270226.593750;3006680.250000
17;300693.406250;2232234.000000
18;255408.906250;2001064.375000
19;274784.687500;2859329.500000
20;289355.000000;2780640.750000
21;279120.687500;2060293.250000
22;293731.000000;2419108.250000
23;277391.187500;2213036.000000
24;285611.906250;2186340.500000
25;308280.906250;3159395.500000
26;278381.500000;3418342.500000
27;291401.687500;2840915.750000
28;272402.406250;3806306.750000
29;271205.093750;3198206.250000
30;291710.406250;2915826.750000
31;293508.812500;3695247.500000
32;298797.000000;4062428.500000
33;286735.906250;2979356.500000
34;282481.906250;2500773.000000
35;273478.406250;4423815.000000
36;274207.593750;3766566.500000
37;297220.500000;2072350.375000
38;283166.187500;2807406.000000
39;291132.687500;3817231.500000
40;272150.687500;2503932.500000
41;292264.812500;2759098.500000
42;302002.093750;2976959.250000
43;300582.406250;2516426.500000
44;287550.906250;3082452.500000
45;297243.406250;4766634.000000
46;289004.187500;4203351.000000
47;276350.406250;3393937.500000
48;303165.187500;3429513.500000
49;291173.500000;3651863.250000
50;309929.593750;3598816.000000
51;276767.500000;5308064.000000
52;289127.000000;2847349.750000
53;306138.812500;4188364.000000
54;286590.687500;2828108.750000
55;290658.906250;3928806.000000
56;289857.593750;3591903.250000
57;291423.593750;5054843.000000
58;299904.906250;2568034.500000
59;303194.687500;4210474.500000
60;274959.687500;4737226.000000
61;290933.812500;3767895.500000
62;295797.687500;3452124.000000
63;298710.406250;4273489.000000
64;273230.812500;4455233.000000
65;289905.906250;3660380.750000
66;296873.812500;2408528.500000
67;301566.093750;2894829.500000
68;306451.906250;4502326.500000
69;282106.312500;4484923.500000
70;291760.500000;3751106.750000
71;300352.687500;4654741.500000
72;300651.812500;3530942.750000
73;282768.687500;4321429.500000
74;283895.687500;3430431.250000
75;295363.187500;3322355.500000
76;301351.187500;3174362.250000
77;294262.906250;3749890.500000
78;301566.312500;5759366.500000
79;287658.812500;3888377.500000
80;291703.406250;4048664.000000
81;282797.812500;4323609.000000
82;281898.406250;5289097.000000
83;298838.593750;4375401.500000
84;296734.500000;3878970.000000
85;281057.093750;3782555.500000
86;291626.093750;4859605.000000
87;278489.500000;4362123.000000
88;277952.093750;3807554.500000
89;293778.406250;3749475.250000
90;297077.687500;4069103.250000
91;286311.687500;4368550.500000
92;277857.687500;3614041.500000
93;287449.000000;3842337.250000
94;264649.812500;5784016.500000
95;299102.906250;3720277.500000
96;298319.593750;4019312.750000
97;287952.000000;3797541.500000
98;288738.187500;6145770.500000
99;277212.312500;4030666.750000
100;283455.812500;5929620.000000
101;279640.500000;7378138.500000
102;281883.406250;6522403.500000
103;295848.187500;5785975.000000
104;296283.812500;7858831.000000
105;300807.687500;8848742.000000
106;291399.593750;7704063.000000
107;283136.312500;6895065.500000
108;290637.812500;7859609.500000
109;287932.093750;10242892.000000
110;296218.406250;8540832.000000
111;298363.406250;10202723.000000
112;286686.593750;13582190.000000
113;281447.687500;14044323.000000
114;281430.500000;14240546.000000
115;307537.093750;11332142.000000
116;284104.500000;13666278.000000
117;289543.500000;14342723.000000
118;281347.906250;19736408.000000
119;297301.093750;14196467.000000
120;285285.187500;13739019.000000
121;282702.593750;19115808.000000
122;284020.000000;17383470.000000
123;279879.187500;15970307.000000
124;273669.000000;18294102.000000
125;265311.406250;18285216.000000
126;284677.000000;18336686.000000
127;270370.000000;22976216.000000
